spell_id	name	description_source	description
204019	Blessed Hammer	api	Throws a Blessed Hammer that spirals outward, dealing 8 Holy damage to enemies and reducing the next damage they deal to you by 11.\n\nGenerates 1 Holy Power.
204021	Fiery Brand	api	Brand yourself and an enemy target with demonic symbols, reducing the damage you take by 40% and instantly dealing 145 Fire damage to the enemy.
204023	Crusader's Judgment	api	Judgment now has 2 charges, and Grand Crusader now also reduces the cooldown of Judgment by 3 sec.
204053	Rend and Tear	api	Each stack of Thrash reduces the target's damage to you by 3% and increases your damage to them by 2%.
204054	Consecrated Ground	api	Your Consecration is 15% larger, and enemies within it have 50% reduced movement speed.
204066	Lunar Beam	api	Summons a beam of lunar light at your target's location, dealing 14 Arcane damage each second to your target and 13 to up to 5 other enemies within the beam. \n\nLunar Beam also increases your mastery by 18%, and heals you for 798 over 8 sec.
204074	Righteous Protector	api	Avenging Wrath and Sentinel have 50% reduced cooldown and 40% reduced duration.
204077	Final Stand	api	During Divine Shield, all targets within 15 yds are taunted.
204080	Deathchill	api	Your Remorseless Winter and Chains of Ice apply Deathchill, rooting the target in place for 4 sec.\n\nRemorseless Winter \nAll targets within 8 yards are afflicted with Deathchill when Remorseless Winter is cast.\n\nChains of Ice\nWhen you Chains of Ice a target already afflicted by your Chains of Ice they will be afflicted by Deathchill.
204089	Bullseye	api	When your abilities damage a target below 20% health, you gain 1% increased critical strike chance for 6 sec, stacking up to 30 times.
204147	Windburst	api	Focuses the power of Wind through Thas'dorah, dealing 272 Physical damage to your target, and leaving behind a trail of wind for 5 sec that increases the movement speed of allies by 50%.
204268	Voodoo Mastery	api	Your Hex target is slowed by 70% during Hex and for 6 sec after it ends.\n\nReduces the cooldown of Hex by 15 sec.
204331	Counterstrike Totem	api	Summons a totem at your feet for 15 sec.\n\nWhenever enemies within 20 yards of the totem deal direct damage, the totem will deal 100% of the damage dealt back to attacker.
204336	Grounding Totem	api	Summons a totem at your feet that will redirect all harmful spells cast within 30 yards on a nearby party or raid member to itself. Will not redirect area of effect spells. Lasts 3 sec.
204596	Sigil of Flame	api	Place a Sigil of Flame at the target location that activates after 2 sec.\n\nDeals 27 Fire damage, and an additional 70 Fire damage over 8 sec, to all enemies affected by the sigil.\n\nGenerates 25 Fury.
204909	Soul Rending	api	Leech increased by 6%.\n\nGain an additional 6% leech while Metamorphosis is active.
205021	Ray of Frost	api	Channel an icy beam at the enemy for 3.6 sec, dealing 1,846 Frost damage every 0.45 sec.\n\nApplies 8 stacks of Freezing over its duration.
205022	Arcane Familiar	api	Casting Arcane Intellect summons a Familiar that attacks your enemies and increases your maximum mana by 10% for 1 hour.
205024	Lonely Winter	api	Spell damage increased by 3%.
205025	Presence of Mind	api	Causes your next 2 Arcane Blasts to be instant cast.
205026	Firestarter	api	Your Fireball and Pyroblast spells always deal a critical strike when the target is above 90% health.
205028	Resonance	api	Arcane Barrage deals 8% increased damage per target it hits beyond the first.
205029	Flame On	api	Fire Blast gains 1 additional charge and its cooldown is reduced by 2.0 sec.
205030	Frozen Touch	api	Frostbolt grants you Fingers of Frost 25% more often and Brain Freeze 20% more often.
205036	Ice Ward	api	Frost Nova now has 2 charges.
205065	Void Torrent	api	Raise your dagger into the sky, channeling a torrent of void energy into the target for 1,146 Shadow damage over 4 sec. Insanity does not drain during this channel.\n\nRequires Voidform.
205147	Eerie Fermentation	api	You gain up to 30% movement speed  and 15% magical damage reduction based on your current level of Stagger.
205148	Reverse Entropy	api	Your spells have a chance to grant you 15% Haste for 8 sec.
205154	Mecha-Bond Imprint Matrix	api	Allows you to tame pets in the Mechanical family.
205180	Summon Darkglare	api	Summons a Darkglare from the Twisting Nether that increases the damage of your Agony, Corruption, and Unstable Affliction by 20% while active.\n\nThe Darkglare will serve you for 20 sec, blasting its target for 1,857 Shadow damage, increased by 10% for every damage over time effect you have active on their current target.
205223	Consumption	api	Strikes all enemies in front of you with a hungering attack that deals 87 Physical damage and heals you for 100% of that damage.
205273	Wake of Ashes	api	Lash out with the Ashbringer, dealing 61 Radiant damage to all enemies within 12 yd in front of you, and reducing movement speed by 50% for 6 sec.\n\nDemon and Undead enemies are stunned for 6 sec if struck by the Wake of Ashes.
205364	Dominate Mind	api	Controls a mind up to 1 level above yours for 30 sec while still controlling your own mind. Does not work versus Demonic, Mechanical, or Undead beings or players. This spell shares diminishing returns with other disorienting effects.
205406	Sheilun's Gift	api	Draws in all nearby clouds of mist generated by Sheilun, healing the target for 190 per cloud absorbed.
205411	Desperate Instincts	api	Blur now reduces damage taken by an additional 10%.\n\nAdditionally, damage taken below 35% Health is reduced by 10%.
205495	Stormkeeper	api	Raises The Fist of Ra-den to the sky and absorbs all nearby electric energy, causing your next 3 casts of Lightning Bolt or Chain Lightning to be instant and deal 200% increased damage.
205545	Odyn's Fury	api	Unleashes the fiery power Odyn bestowed the Warswords, dealing 182 Fire damage and an additional 29 Fire damage over 4 sec to all enemies within 14 yards.
205596	Detainment	api	Imprison's PvP duration is increased by 1 sec, and targets become immune to damage and healing while imprisoned.
205604	Reverse Magic	api	Removes all harmful magical effects from yourself and all nearby allies within 10 yards, and sends them back to their original caster if possible.
205625	Cleansed by Flame	api	Immolation Aura dispels a magical effect on you when cast.
205626	Everlasting Hunt	api	Dealing damage increases your movement speed by 15% for 3 sec.
205627	Jagged Spikes	api	While Demon Spikes is active, melee attacks against you cause Physical damage equal to 30% of the damage taken back to the attacker.
205629	Demonic Trample	api	Transform to demon form, moving at 175% increased speed for 3 sec, knocking down all enemies in your path and dealing 5 Physical damage.\n\nDuring Demonic Trample you are unaffected by snares but cannot cast spells or use your normal attacks. Shares charges with Infernal Strike.
205630	Illidan's Grasp	api	You strangle the target with demonic magic, stunning them in place and dealing 392 Shadow damage over 5 sec while the target is grasped. Can move while channeling.\n\nUse Illidan's Grasp again to toss the target to a location within 20 yards.
205636	Force of Nature	api	Summons a stand of 3 Treants for 10 sec which immediately taunt and attack enemies in the targeted area.\n\nGenerates 20 Astral Power.
205673	Savage Momentum	api	Interrupting a spell with Skull Bash reduces the remaining cooldown of Tiger's Fury, Survival Instincts, and Dash by 10 sec.
205708	Chilled	db2-template	Chilled, reducing movement speed by $s1% for $d.
205723	Red Thirst	api	Reduces the cooldown on Vampiric Blood by 2.0 sec per 10 Runic Power spent.
205727	Anti-Magic Barrier	api	Reduces the cooldown of Anti-Magic Shell by 20 sec and increases its duration and amount absorbed by 40%.
205800	Oppressor	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
206315	Massacre	api	Execute is usable on targets below 35% health and its cooldown is reduced by 1.5 sec.
206416	First Blood	api	Blade Dance deals 95 Chaos damage to the first target struck.
206476	Exergy	api	The Hunt and Vengeful Retreat increase your damage by 5% for 20 sec.
206572	Dragon Charge	api	Run at high speed at a distance in front of you. All enemies in your path will take 24 Physical damage and be knocked back.
206642	Electrocute	api	When you successfully Purge a beneficial effect, the enemy suffers 2,154 Nature damage over 3 sec.
206803	Rain from Above	api	You fly into the air out of harm's way. While floating, you gain access to Fel Lance allowing you to deal damage to enemies below.
206930	Heart Strike	api	Instantly strike the target and 1 other nearby enemy, causing 55 Physical damage, and reducing enemies' movement speed by 20% for 8 sec.
206967	Will of the Necropolis	api	Damage taken below 30% Health is reduced by 20%.
206974	Foul Bulwark	api	Each charge of Bone Shield increases your maximum health by 1%.
207017	Alpha Challenge	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
207018	Murderous Intent	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
207025	Admonishment	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
207028	Inquisition	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
207029	Tormentor	api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
207057	Shattering Blade	api	When Frost Strike damages an enemy with 5 stacks of Razorice it will consume them to deal an additional 115% damage.\n\nFrostbane consumes the Razorice on your main target to deal an additional 300% damage.
207061	Murderous Efficiency	api	Consuming the Killing Machine effect has a 20% chance to grant you 1 Rune.
207068	Titan's Thunder	api	Discharge a massive jolt of electricity from Titanstrike into all your pets and Dire Beasts, causing them to deal up to 20 Nature damage to their target every 1 sec. for 8 sec.
207104	Runic Attenuation	api	Auto attacks have a chance to generate 3 Runic Power.
207142	Avalanche	api	Casting Howling Blast with Rime active causes jagged icicles to fall on enemies nearby your target, applying Razorice and dealing 7 Frost damage.
207167	Blinding Sleet	api	Targets in a cone in front of you are blinded, causing them to wander disoriented for 5 sec. Damage may cancel the effect.\n\nWhen Blinding Sleet ends, enemies are slowed by 50% for 6 sec.
